,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Quantity,,,Comercial,,,,Current Date in Cell to the right,,,11-Dec-15,Contact,,
S/N,KAM,Company,New Account,Region,Segment,Vertical,Sub-Vertical, Product , Mobile Plans ,Sales Stage,Capacity, Unit , QTY , NRC , Unit MRC , Total MRC , ARC , Date Identified (mm/dd/yy) , Date Closed (mm/dd/yy) , Duration if Closed , Number of Days in Pipeline (Ageing) ,Name,Phone no,Email address
3769,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3770,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3771,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3772,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3773,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3774,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3775,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3776,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3777,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3778,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3779,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3780,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3781,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3782,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3783,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3784,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3785,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3786,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3787,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3788,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3789,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3790,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3791,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3792,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3793,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3794,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3795,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3796,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3797,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3798,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3799,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3800,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3801,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3802,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3803,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3804,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3805,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3806,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3807,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3808,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3809,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3810,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3811,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3812,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3813,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3814,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3815,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3816,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3817,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3818,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3819,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3820,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3821,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3822,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3823,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3824,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3825,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3826,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3827,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3828,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3829,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3830,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3831,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3832,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3833,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3834,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3835,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3836,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3837,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3838,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3839,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3840,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3841,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3842,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3843,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3844,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3845,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3846,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3847,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3848,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3849,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3850,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3851,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3852,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3853,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3854,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3855,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3856,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3857,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3858,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3859,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3860,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3861,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3862,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3863,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3864,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3865,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3866,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3867,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3868,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3869,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3870,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3871,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3872,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3873,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3874,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3875,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3876,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3877,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3878,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3879,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3880,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3881,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3882,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3883,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3884,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3885,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3886,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3887,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3888,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3889,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3890,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3891,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3892,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3893,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3894,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3895,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3896,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3897,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3898,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3899,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3900,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3901,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3902,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3903,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3904,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3905,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3906,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3907,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3908,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3909,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3910,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3911,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3912,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3913,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3914,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3915,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3916,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3917,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3918,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3919,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3920,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3921,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3922,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3923,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3924,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3925,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3926,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3927,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3928,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3929,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3930,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3931,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3932,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3933,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3934,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3935,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3936,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3937,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3938,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3939,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3940,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3941,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3942,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3943,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3944,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3945,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3946,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3947,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3948,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3949,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3950,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3951,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3952,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3953,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3954,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3955,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3956,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3957,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3958,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3959,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3960,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3961,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3962,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3963,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3964,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3965,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3966,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3967,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3968,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3969,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3970,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3971,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3972,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3973,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3974,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3975,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3976,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3977,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3978,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3979,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3980,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3981,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3982,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3983,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3984,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3985,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3986,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3987,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3988,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3989,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3990,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3991,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3992,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3993,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3994,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3995,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3996,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3997,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3998,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
3999,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4000,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4001,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4002,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4003,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4004,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4005,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4006,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4007,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4008,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4009,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4010,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4011,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4012,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4013,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4014,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4015,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4016,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4017,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4018,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4019,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4020,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4021,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4022,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4023,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4024,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4025,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4026,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4027,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4028,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4029,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4030,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4031,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4032,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4033,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4034,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4035,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4036,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4037,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4038,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4039,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4040,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4041,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4042,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4043,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4044,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4045,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4046,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4047,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4048,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4049,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4050,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4051,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4052,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4053,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4054,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4055,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4056,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4057,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4058,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4059,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4060,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4061,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4062,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4063,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4064,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4065,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4066,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4067,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4068,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4069,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4070,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4071,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4072,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4073,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4074,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4075,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4076,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4077,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4078,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4079,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4080,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4081,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4082,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4083,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4084,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4085,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4086,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4087,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4088,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4089,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4090,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4091,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4092,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4093,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4094,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4095,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4096,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4097,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4098,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4099,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4100,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4101,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4102,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4103,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4104,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4105,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4106,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4107,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4108,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4109,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4110,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4111,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4112,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4113,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4114,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4115,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4116,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4117,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4118,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4119,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4120,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4121,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4122,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4123,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4124,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4125,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4126,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4127,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4128,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4129,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4130,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4131,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4132,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4133,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4134,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4135,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4136,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4137,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4138,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4139,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4140,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4141,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4142,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4143,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4144,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4145,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4146,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4147,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4148,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4149,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
4150,,,,,,,,,,,,,,,,0.00,0.00,,,0,42349,,,
